49,"Operational energy measures for heating system","Slide 4","3","NA","13","3","Heating System Operational Energy Measures:<BR><BR>* Balance steam distribution, reduce overheating<BR><BR>* Reduce pneumatic air leakage<BR><BR>* Zone control system for occupied/unoccupied times<BR><BR>* Maintain steam traps – replace disc elements)","1/6/16","5","1/6/16"
50,"Operational energy measures for ventilation","Slide 5","3","NA","23","3","Ventilation Operational Energy Measures:<BR><BR>* Reduce hours of operation (blowers, exhaust fans)<BR><BR>* Reduce over‐ventilation of spaces<BR><BR>* Test and adjust exhaust fans, including kitchen hoods<BR><BR>* Use economizer cycle on rooftop units and air‐handler units<BR><BR>* Check and adjust dampers for proper operation","1/6/16","5","1/6/16"
51,"Operational energy measures for air conditioning","Slide 6","3","NA","1","3","Air Conditioning and Refrigeration Operational Energy Measures:<BR><BR>* Check and adjust refrigerant charge and clean coils<BR><BR>* Perform chiller maintenance – clean evaporator and condenser tubes<BR><BR>* Reduce demands of airconditioners after hours (unoccupied times)<BR><BR>* Increase air‐conditioning set‐points<BR><BR>* Raise refrigerator and freezer temperatures","1/6/16","5","1/6/16"
52,"Operational energy measures for refrigeration","Slide 6","3","NA","19","3","Air Conditioning and Refrigeration Operational Energy Measures:<BR><BR>* Check and adjust refrigerant charge and clean coils<BR><BR>* Perform chiller maintenance – clean evaporator and condenser tubes<BR><BR>* Reduce demands of airconditioners after hours (unoccupied times)<BR><BR>* Increase air‐conditioning set‐points<BR><BR>* Raise refrigerator and freezer temperatures","1/6/16","5","1/6/16"
53,"Operational energy measures for motors","Slide 7","3","NA","17","3","Motors Operational Energy Measures:<BR><BR>* Reduce the run time of motors (blowers, exhaust fans, pumps)<BR><BR>* Check loading – reduce speed with sheaves and pulleys<BR><BR>* Adjust variable frequency drives, if present","1/6/16","5","1/6/16"
54,"Operational energy measures for lighting","Slide 8","3","NA","15","3","Lighting Operational Energy Measures:<BR><BR>* Use occupancy sensors in appropriate areas (automatic control of lights)<BR><BR>* Seek better turn‐off in unoccupied areas (occupant behavior)<BR><BR>* Reduce lighting during cleaning hours<BR><BR>* Introduce manual day‐lighting in appropriate areas<BR><BR>* Change the incandescent bulbs to compact fluorescent bulbs","1/6/16","5","1/6/16"
55,"Best practices for controllers","Slides 4-5","1","NA","6","3","best_practices_controllers.pdf","1/6/16","5","1/6/16"
56,"Troubleshooting Siemens Powers Limitem","Slides 10","3","NA","6","4","* If the limitem fails to operate properly, use Table 3 as a troubleshooting guide. Make certain the thermostat receives 18 to 30 psi (124 to 207 kPa) of clean, dry, oil-free supply air. Also, use a test gauge with a length of 3/16-inch I.D. rubber hose to measure the return pressure at the test port if permanent gauges are not available.<BR><BR>* The limitem cannot be serviced. Replace the thermostat if inoperative after checking the troubleshooting table.","1/6/16","5","1/6/16"
57,"Calibrating Siemens Powers Limitem","Slides 7","3","NA","6","3","* Remove the cover.<BR><BR>* With a screwdriver, turn dial adjustment screw (Figure 6) to change to the desired set point.<BR><BR>* Using a test thermometer, accurately measure the temperature at the bulb.<BR><BR>* Set the dial to the bulb temperature by turning the dial adjustment screw with a screwdriver.<BR><BR>* If permanent return air gauge is not installed, use the pressure test port. See (Figure 6) for its location.<BR><BR>* Loosen the test port screw about 1/2 turn, and slip a 3/16-inch I.D. rubber hose connected to the test gauge over the pressure test port. See (Figure 7)<BR><BR>* If the return pressure does not read 7 to 8 psi, turn the dial adjustment screw with a screwdriver until pressure is 7 to 8 psi.<BR><BR>* Loosen the dial screws and turn dial until the temperature at the bulb and dial is identical. Tighten the screws.<BR><BR>* The thermostat is now calibrated and set point may be changed as desired.","1/6/16","5","1/6/16"
58,"Cleaning boiler after shutdown","Slide 4","3","NA","3","3","Cleaning after Shutdown:<BR><BR>* Corrosion that could occur during the layup period can be greatly reduced by thoroughly cleaning the soot and other products of combustion from the boiler’s fire-side components immediately after shutdown of the boiler.<BR><BR>* Following this cleaning, any remaining moisture should be removed by drying the cleaned areas with a suitable heating device.","1/6/16","5","1/6/16"
59,"Preparing boiler for dry storage","Slide 5","3","NA","3","3","Preparation for Dry Storage:<BR><BR>* Dry storage of a boiler is typically done when the boiler is out of service for more than a month. Dry storage involves completely cleaning the water-side and fire-side components and surfaces to remove all deposits, scale, and soot.<BR><BR>* After cleaning, the fire-side surfaces are coated with an anticorrosive compound, and heaters are used to dry any remaining moisture from within the boiler.","1/6/16","5","1/6/16"
60,"Chiller performance issues","Slide 9","3","NA","4","3","Vapor-Compression Cycle:<BR><BR>* Refrigerant charge (low or excess)<BR><BR>* Non-condensables, air in system<BR><BR>* Oil contamination<BR><BR>* Refrigerant level control<BR><BR>* Compressor<BR><BR><BR>Mechanical or control issues:<BR><BR>* Fouled tubes: build-up on the heat exchanger from minerals and other impurities in the water reduces conductivity.<BR><BR>* VFD & vortex damper control.<BR><BR>* Special issues for Steam chillers:<BR><BR>- Turbine issues, surface condenser vacuum, wet steam.<BR><BR><BR>Part-Load Condition:<BR><BR>* Chilled Water and Condenser Water Temperatures<BR><BR>- 1OF change in condenser water (CW) temperature = 1% - 1.5% chiller performance.<BR><BR>- 1OF change in chilled water (CHW) temperature = 0.75% - 1% chiller performance<BR><BR>* Delta T<BR><BR>- Low delta T (<10dF) (excess flows in distribution system)","1/6/16","5","1/6/16"
61,"Maintenance of compressor drives","Slide 5","3","NA","5","2","Compressors have different types of drives that power the mechanical motion used to raise the pressure. Drives are typically electric motors; however, there are turbines powered by steam & natural gas as well. Follow the maintenance recommendations provided by the manufacturer to increase the life of your compressor.<BR><BR>Compressor life is dependent on adequate lubrication and maintaining operating pressures within the acceptable range, as recommended by the manufacturer.","1/6/16","5","1/6/16"
62,"Maintenance procedures for belts and shafts alignment","Slides 2-4","3","NA","22","2","40 - maintenance_procedures-_belts_&_shafts_alignment","1/6/16","5","1/6/16"
63,"Maintenance procedures for coil cleaning","Slides 2-4","3","NA","1","2","Procedures: Coil Cleaning<BR><BR>* Dirty coils can lead to:<BR>- Decreased airflow and system blockages<BR>- Imbalanced refrigerant levels<BR>- Employee/tenant discomfort (due to inconsistent indoor climate)<BR>- Increased utility bills<BR>- Poor HVAC performance<BR><BR>- Decreased lifespan of equipment<BR><BR>Power Washing Coils<BR><BR>* Direct compressed air across the coil in the opposite direction of normal airflow, from the cleaner to the dirtier side.<BR>* For more stubborn pieces, place the air nozzle close to the bottom side of the debris.<BR>* If using high pressure air, direct it either at a 90-degree angle or directly through the fins. This will prevent damage to the fins.<BR>* Maintain consistent airflow across the coil. This will dislodge buildup without forcing it further into the fins and making it more difficult to remove.<BR><BR>
Power Washing Coils<BR><BR>* Avoid blowing dust, dirt and debris into the ductwork system or into the building’s workspaces.<BR>* Wear eye protection to keep the material out of your eyes. If necessary, use a shop vacuum cleaner to collect material as it is dislodged.","1/6/16","5","1/6/16"
64,"Maintenance procedures for proper lubrication","Slides 2-4","3","NA","11","2","Procedures: Lubrication<BR><BR>* Do not over lubricate – too much is as bad as too little<BR>* Check condition of machinery while lubricating<BR>* Check cleanliness of oil/grease – replace rather than refill if dirty<BR>* Clean up any spills","1/6/16","5","1/6/16"
65,"NA","Slides 3-4","3","NA","20","3","There are three basic methods for evaluating a steam trap that are commonly discussed in the literature: sight, sound, and temperature.<BR><BR>* Sight method - visual observation; distinguish between “flash” steam, which is characteristic of a properly working trap, and “live” steam characteristic of a trap failed open and is leaking or blowing a significant amount of steam.<BR>* Sound method - steam traps generate audible and supersonic sounds. Proper listening equipment, coupled with the knowledge of normal and abnormal sounds, can yield reliable assessments of steam trap working condition.<BR><BR>Measuring the temperature of the steam trap is generally regarded as the least reliable of the three basic evaluation techniques since saturated steam and condensate coexist at the same temperature. The temperature downstream of a trap should drop off relatively quickly if the trap is working properly (mostly condensate immediately past the trap). On the other hand, the temperature downstream of the trap will be nearly constant if significant steam is getting past the trap.","1/6/16","5","1/6/16"
66,"Common ventilation issues","Slide 2","3","NA","23","1","Ventilation Issues:<BR><BR>Do we really know…<BR>* How much ventilation (outside) air is entering a building?<BR>* How and from where it enters?<BR>* How effectively it is distributed?<BR> – Original design versus current use & occupancy.<BR>– Local contaminant sources","1/6/16","5","1/6/16"
67,"How air moves through buildings","Slides 3-4","3","NA","23","1","Infiltration/Exfiltration:<BR><BR>* The natural movement of air into, through, and out of a building. <BR>* Air movement driven by pressure relationships: Wind<BR>* Once in the building, air moves due to pressure of the Stack Effect (next slide).<BR><BR>The Stack Effect for Internal Pathways:<BR>* Internal shafts ‐ chases, elevators, stairwells.<BR>* Wall cavities (esp in older buildings with wood‐framed floors","1/6/16","5","1/6/16"
68,"Mechnical ventilation","Slide 5","3","NA","23","1","Fan Adjustment:<BR><BR>* Fan speed which affects flow (Variable Frequency Drives (VFD), sheaves, pulleys, etc.<BR>* Airflow restrictions (outlet dampers, inlet vanes)<BR><BR>Distribution Balance:<BR>* Ductwork adaptations (balancing dampers, diffusers, duct run configurations, etc.)<BR><BR>Mixing within rooms:<BR>* Air streams that come into rooms from different sources (windows, ductwork, hallways, etc.)","1/6/16","5","1/6/16"
69,"Air-handling components","Slides 6-8","3","NA","23","1","All of these components can affect the distribution of ventilation air as well as heating and cooling air.<BR><BR>Exhaust fans:<BR>* Fans specifically designed to exhaust indoor air to the outside.<BR><BR>OAI louvers, dampers:<BR>* Outside air intake dampers to regulate the flow of outside air which is typically called “Ventilation”<BR><BR>Uni‐vents:<BR>* Small incremental HVAC components with outside air intake capability.<BR><BR>Ductwork<BR>* The pathway that mechanical ventilation systems use to distribute air throughout a building. The conditions of the ductwork (architecture, bends, diffusers, obstructions, leaks, etc.) affect the amount of air moving through the system and delivered to the desired design location.<BR><BR>Dampers<BR>* Dampers allow or restrict the air flow in the mechanical ventilation system. There are several types of dampers and damper systems within a ventilation system.<BR><BR>Filters and other air‐cleaners<BR>* These devices in the fan housings and ductwork are designed to remove particulates and contaminants in the distributed air. Of specific note is that clogged filters can obstruct air flow and affect pressure in the duct. Changing filters at the appropriate times is an important O & M process for maintaining proper ventilation air flow.<BR><BR>Coils, Heating and Cooling<BR>* These are mechanisms in the air handlers or package units that put heat into or take heat out of the distributed air.<BR><BR>Air‐handling units<BR>* Integrated, packaged assemblies of the above elements.<BR><BR>* Larger fan components which can have Outside Air intake dampers, Return Air Dampers, Exhaust dampers, etc. and also may have cooling and heating capability of various types.","1/6/16","5","1/6/16"
70,"Ducted Air-Handling System","Slide 9","3","NA","23","1","* 100% Outside Air (“once through”)<BR><BR>* Mixed Air System (“re‐circulation”)<BR>– Total Air vs Ventilation Air<BR>– Air for heating/cooling<BR><BR>* In any mechanical ventilation design, the amount of air specified must include air for outside air ventilation (for Indoor Air Quality) as well as enough air in general to deliver the required heat and cooling to compensate for anticipated heat loss or heat gain, respectively.","1/6/16","5","1/6/16"
71,"Indirect contact maintenance issues","Slide 4","3","NA","7","1","Keep these in mind when dealing with indirect-contact maintenance issues<BR><BR>* Algaecides are still needed for condenser tube bundles.<BR>* The use of anti-freeze makes cold weather operation much safer.<BR>* Drain the spray system and sump for cold weather operation.<BR>","1/6/16","5","1/6/16"
72,"Legionnaires disease","Slide 5","3","NA","7","1","Legionnaire’s disease is an infection of the lungs caused by the Legionella bacteria.<BR><BR>Legionella bacteria can be found anywhere untreated water is in contact with air or soil; such as standing water on rooftops near the fresh air intakes of air handling units. It has been found in cooling towers, humidifiers, and warm water spray or mist, shower heads, fountains, and a variety of other sources.","1/6/16","5","1/6/16"
73,"Treating/preventing Legionella","Slide 6","3","NA","7","1","Legionnaires disease begins like a cold or the flu and gets worse, damaging the kidney and lungs.<BR><BR>Approximately 15% of those who contract Legionnaires disease die.<BR><BR>There is new information emerging about preventing Legionella bacteria. You should seek out the latest industry guidance.","1/6/16","5","1/6/16"
74,"Measuring heat load from Infiltration / Ventilation","Slides 2-4","3","NA","23","1","Sensible Component<BR>
BTU/H = CFH x .018 X dT or BTU/H = ACH x V x .018 x dT<BR><BR>Where : <BR>0.018 is a constant related to the specific heat of air<BR><BR>ACH is Air Changes per Hour, in Cubic Feet per Hour (CFH)<BR><BR>V is room volume in Cubic Feet (FT3)
","1/6/16","5","1/6/16"
75,"Calculating heat load","Slide 6","3","NA","23","1","Since it’s winter, let’s just worry about the sensible heat.<BR><BR>Remember that…<BR><BR>BTU/H = CFH x .018 X dT or CFM x 1.08 x dT<BR><BR>Question 2: What is the Heating load across the Heating Coil in BTU/H?<BR>Use CFM of Mixed Air (Total CFM of unit) being heated to the Supply Temperature.<BR><BR>dT = Supply Temp –Mixed Air Temp = 90 – 45 = 45<BR><BR>Use CFM version of equation above<BR><BR>BTU/H = CFM (Total) x 1.08 x dT<BR>297,000 BTU/H = 5,000 CFM x 1.08 x 55 °F","1/6/16","5","1/6/16"
76,"Key performance indicators","Slides 2-3","3","NA","11","1","Key Performance Indicators:<BR>* The practical observations of your building, equipment and systems that indicate wasted energy and poor energy use.<BR>* Three categories of performance indicators:<BR> – Building conditions<BR>– Scheduling<BR>– Equipment and systems<BR><BR>KPI’s in Picture:<BR>* Indoor air quality (IAQ) & indoor environmental quality (IEQ) conditions:<BR>- Window opening ‐ overheating in winter<BR>- Too cold – over cooling in summer<BR>- Very high or low CO2 readings – too much or too little outside air<BR>- Lighting hours – lighting left on<BR><BR>* Scheduling key performance indicators:<BR>- Equipment runs when it is not needed.<BR>- Scheduled for occupancy<BR>- Zoning and control – spaces controlled as separate zones (each room on it’s own thermostat, etc.)","1/6/16","5","1/6/16"
77,"Categories of operational energy measures","Slide 2","3","NA","11","1","Operational Energy Measures (OEM):<BR>* Improvement in operation of equipment or systems, saves energy, and does not harm IEQ<BR>* 6 Categories of Operational Energy Measures. Each category is a type of system or equipment in the building.<BR>- Boiler plant<BR>- Heating system<BR>- Ventilation<BR>- Air‐conditioning & refrigeration<BR>- Motors<BR>- Lighting","1/6/16","5","1/6/16"
78,"Ventilation (outside air) calculations","Slide 2","3","NA","23","1","* Derive % of OA as part of total air flow using air temperatures:<BR> - % Outside Air (OSA) = [(Return Air T – Mixed Air T) / (Return Air T – Outside Air T)] x 100<BR>
Or<BR>- [(Mixed Air T ‐ Return Air T) / (Outside Air T ‐ Return Air T )] x 100<BR><BR>* We need to know the temperatures in the AHU/RTU!<BR>- From BMS<BR>- From Measurement<BR><BR>* Once you know the percentage, you also need to know the total air flow in system!","1/6/16","5","1/6/16"
79,"Total air flow","Slides 3-4","3","NA","23","1","* Get specifications of total air flow from schedules<BR> - (Note that the schedules will provide the “design” air flow which may be different from the actual air flow.)<BR>
Or<BR>* Measure total air flow in supply duct<BR>- Pitot tubes to derive velocity pressure and then calculate velocity<BR>- Direct velocity measurement with anemometer and remember Traverse requirements<BR><BR>* Calculate duct air flow from velocity<BR>- FPM x duct cross‐sectional area (in ft2) = CFM, total air flow<BR><BR>* Total Air Flow in CFM x % OA = OA Ventilation CFM","1/6/16","5","1/6/16"
80,"Measuring air flow in ducts","Slide 5","3","78","23","1","* Velocity Pressure (“ W.C.) = Total Pressure – Static Pressure<BR>* Flow Velocity (Feet per Minute) = 4005 (constant) X Sqrt of Velocity Press<BR>* CFM = Velocity (FPM) x duct cross‐sectional area (in Feet)<BR>* FPM – Feet per Minute or (Feet per second (measured) x 60 seconds per minute)<BR>
","1/6/16","5","1/6/16"
81,"Deriving outside air (OA) quantity from air temperature readings","Slide 8","5","NA","23","1","measuring_air_flow_8","1/6/16","5","1/6/16"
82,"OA air quantity problem","Slide 6-7","3","NA","23","1","Data:<BR>* Pitot Tube Measurements:<BR>– .8” Total .4” Static<BR>* Supply Air Duct Size: 24” x 36”<BR>* Outside Air Temperature: 60<BR>* Return Air Temperature: 75<BR>
* Mixed Air Temperature: 70<BR>* Fan Total Flow = 4,806 CFM<BR><BR>Solution:<BR>* Velocity Pressure (“ W.C.) = Total Pressure – Static Pressure<BR>* Velocity Pressure = .8” ‐ .4” = .4”<BR>* Velocity (Feet per Minute) = 4005 (constant) X Sqrt of Press<BR>* Velocity = 4005 x .4 = 4005 x .2 = 801 fpm<BR>* CFM = Velocity (FPM) x duct cross‐sectional area (in Feet)<BR>* Flow = 801 x (24”/12” x 36”/12”) = 801 x 2’ x 3’ = 4,806 CFM","1/6/16","5","1/6/16"
83,"HVAC Calculation Example 1","Slide 9","3","NA","23","1","A building has a volume of 240,000 cubic feet. Assume that the ventilation rate provides 1 air‐change per hour (ACH).<BR><BR>* How many CFM of ventilation air is this?<BR>* Is this sufficient for 250 occupants based on the ASHRAE 62.2 general Standard for Ventilation on an office building?<BR><BR>CFM = CF (ft3) X (ACH / [60 Minutes/Hr])<BR><BR>4,000 CFM = 240,000 ft3 X (1 ACH / [60 Minutes/Hr])<BR><BR>250 people X 20 CFM per person = 5,000 CFM (required)<BR><BR>","1/6/16","5","1/6/16"
84,"HVAC Calculation Example 2","Slide 10","3","NA","23","1","A building has a volume of 240,000 cubic feet. Assume that the overall ventilation rate is 6,000 CFM.<BR><BR>* How many air‐changes per hour (ACH) is this?<BR>* How many occupants will this cover?<BR><BR>ACH = (CFM X 60 Minutes/Hr) / CF (ft3) of Blg volume<BR><BR>1.5 ACH = (6,000 CFM X 60 Min/Hr) / 240,000 ft3<BR><BR>6,000 CFM / (20 CFM/Person) = 300 people","1/6/16","5","1/6/16"
85,"Ventilation Calculation Example 1","Slide 11","3","NA","23","1","An AHU serves a space designed for 200 people. It is equipped with a variable‐speed fan controlled by a demand‐controlled ventilation system.<BR><BR>The AHU control panel display shows the fan speed in terms of Herz (HZ), where 60 Hz equal full fan output.<BR><BR>At the control panel display you are also able to read Return Air temperature, Mixed Air temperature, and Outside Air temperature and total air flow (supply air).<BR><BR>Applying the general guideline from ASHRAE‐62.1, approximately how much outside air should be supplied in CFM when the space is at full capacity?<BR><BR>200 People X 20 CFM/Person = 4,000 CFM of outside air","1/6/16","5","1/6/16"
86,"Ventilation Calculation Example 2","Slide 16","3","NA","23","1","In a rectangular 12” x 24” duct we measure an average air velocity of 4 feet per second (FPS).<BR><BR>How would you calculate the air flow through across the coil in CFM?<BR><BR>CFM = FPM X Duct cross sectional area<BR><BR>But what about compatible units of measure?<BR><BR>Velocity needs to be in Feet per Minute and duct cross sectional area must be in square feet <BR><BR>Duct cross sectional area in feet = 1’ X 2’ = 2 ft2<BR><BR>480 CF/M = (4 Ft/Sec X 60 Sec/Min) X 2 ft2<BR><BR>","1/6/16","5","1/6/16"
87,"Tools needed for troubleshooting","Slide 2","3","NA","11","1","When planning your troubleshooting process, in addition to having proper personal protection, carry the tools need to investigate.<BR><BR>These include:<BR>* Flashlight<BR>* Camera<BR>* Screw driver<BR>* Wrench<BR>* Pliers<BR>* Test equipment like volt meter, thermometer","1/6/16","5","1/6/16"
